경기날짜,팀1이름,팀2이름,팀1점수,팀2점수
20150728,한화,두산,10,2
20150729,SK,KIA,4,5
20150729,NC,삼성,7,12
20150729,LG,롯데,2,3
20150729,kt,넥센,4,6
20150729,한화,두산,2,8
20150730,SK,KIA,4,5
20150730,NC,삼성,7,10
20150730,LG,롯데,8,5
20150730,kt,넥센,6,10
20150730,한화,두산,5,2
20150731,넥센,NC,7,4
20150731,삼성,두산,11,4
20150731,롯데,kt,12,2
20150731,LG,SK,1,3
20150731,KIA,한화,12,4
20150801,넥센,NC,3,4
20150801,삼성,두산,7,3
20150801,롯데,kt,6,19
20150801,LG,SK,8,4
20150801,KIA,한화,9,8
20150802,넥센,NC,4,5
20150802,삼성,두산,1,3
20150802,롯데,kt,9,10
20150802,LG,SK,2,8
20150802,KIA,한화,3,2
20150804,삼성,kt,9,4
20150804,두산,롯데,3,0
20150804,NC,LG,8,1
20150804,KIA,넥센,6,11
20150804,한화,SK,2,9
20150805,삼성,kt,11,1
20150805,두산,롯데,6,8
20150805,NC,LG,6,2
20150805,KIA,넥센,2,3
20150805,한화,SK,3,7
20150806,넥센,두산,5,15
20150806,SK,삼성,8,14
20150806,롯데,NC,3,8
20150806,LG,한화,1,4
20150806,kt,KIA,7,2
20150807,넥센,두산,10,14
20150807,SK,삼성,4,17
20150807,롯데,NC,0,13
20150807,LG,한화,6,5
20150807,kt,KIA,5,6
20150808,롯데,한화,4,6
20150808,LG,두산,4,3
20150808,kt,SK,8,11
20150808,KIA,NC,2,9
20150809,넥센,삼성,2,3
20150809,롯데,한화,1,2
20150809,LG,두산,1,9
20150809,kt,SK,10,4
20150809,KIA,NC,9,2
20150810,넥센,삼성,12,3
20150811,삼성,LG,3,7
20150811,SK,롯데,6,11
20150811,NC,넥센,9,8
20150811,한화,kt,4,0
20150812,삼성,LG,4,1
20150812,두산,KIA,3,10
20150812,NC,넥센,9,6
20150812,한화,kt,13,4
20150813,삼성,KIA,5,2
20150813,NC,두산,1,7
20150813,롯데,kt,4,2
20150813,LG,SK,16,7
20150813,한화,넥센,4,9
20150814,삼성,KIA,1,13
20150814,NC,두산,3,2
20150814,롯데,kt,4,9
20150814,LG,SK,2,8
20150814,한화,넥센,2,8
20150815,두산,SK,5,4
20150815,롯데,넥센,4,3
20150815,kt,NC,4,5
20150815,KIA,LG,2,1
20150815,한화,삼성,4,5
20150816,kt,NC,7,2
20150816,한화,삼성,5,6
20150817,두산,SK,5,1
20150817,롯데,넥센,5,9
20150817,KIA,LG,2,3
20150818,넥센,kt,5,15
20150818,삼성,두산,12,2
20150818,SK,KIA,2,4
20150818,NC,한화,2,1
20150818,LG,롯데,4,7
20150819,넥센,kt,9,10
20150819,삼성,두산,6,4
20150819,SK,KIA,0,2
20150819,NC,한화,6,0
20150819,LG,롯데,2,7
20150820,SK,넥센,3,4
20150820,두산,LG,2,4
20150820,kt,한화,8,3
20150821,SK,넥센,8,3
20150821,두산,LG,2,1
20150821,NC,삼성,6,3
20150821,kt,한화,3,8
20150821,KIA,롯데,1,9
20150822,넥센,LG,3,4
20150822,두산,kt,3,4
20150822,NC,SK,3,0
20150822,롯데,삼성,4,15
20150822,한화,KIA,3,0
20150823,넥센,LG,4,5
20150823,두산,kt,9,7
20150823,NC,SK,5,1
20150823,롯데,삼성,15,0
20150823,한화,KIA,4,9
20150825,KIA,SK,1,0
20150826,삼성,한화,9,10
20150826,롯데,두산,3,5
20150826,LG,NC,6,1
20150826,kt,넥센,1,9
20150826,KIA,SK,4,5
20150827,넥센,롯데,3,8
20150827,SK,LG,6,3
20150827,두산,삼성,6,7
20150827,KIA,kt,3,5
20150827,한화,NC,1,4
20150828,넥센,롯데,9,5
20150828,SK,LG,4,0
20150828,두산,삼성,5,3
20150828,KIA,kt,0,10
20150828,한화,NC,8,5
20150829,넥센,KIA,14,7
20150829,SK,kt,2,10
20150829,NC,롯데,7,4
20150829,LG,삼성,8,4
20150829,한화,두산,1,6
20150830,넥센,KIA,7,2
20150830,SK,kt,4,6
20150830,NC,롯데,6,4
20150830,LG,삼성,9,15
20150830,한화,두산,4,5
20150901,삼성,NC,7,6
20150901,SK,두산,5,6
20150901,LG,넥센,2,11
20150901,kt,롯데,5,6
20150901,KIA,한화,2,8
20150902,삼성,NC,13,0
20150902,SK,두산,3,6
20150902,LG,넥센,8,9
20150902,kt,롯데,1,5
20150902,KIA,한화,5,4
20150903,넥센,한화,12,7
20150903,삼성,SK,14,2
20150903,두산,NC,4,15
20150903,롯데,KIA,7,5
20150903,kt,LG,3,1
20150904,넥센,한화,6,5
20150904,삼성,SK,1,9
20150904,두산,NC,5,2
20150904,롯데,KIA,4,1
20150904,kt,LG,1,8
20150905,넥센,SK,7,0
20150905,두산,한화,1,9
20150905,NC,kt,2,10
20150905,롯데,LG,9,4
20150905,KIA,삼성,4,0
20150906,넥센,SK,3,7
20150906,두산,한화,4,5
20150906,NC,kt,7,0
20150906,KIA,삼성,3,9
20150906,롯데,LG,1,1
20150908,두산,넥센,3,11
20150908,NC,KIA,5,1
20150908,롯데,SK,10,4
20150908,kt,삼성,1,4
20150908,한화,LG,7,8
20150909,두산,넥센,5,10
20150909,NC,KIA,2,6
20150909,롯데,SK,2,3
20150909,kt,삼성,5,6
20150909,한화,LG,1,8
20150910,넥센,NC,5,4
20150910,삼성,롯데,3,4
20150910,SK,한화,8,1
20150910,LG,kt,3,4
20150910,KIA,두산,5,3
20150911,넥센,NC,3,9
20150911,삼성,롯데,9,7
20150911,SK,한화,9,4
20150911,LG,kt,5,7
20150912,삼성,넥센,2,3
20150912,SK,NC,2,5
20150912,LG,KIA,3,7
20150912,kt,두산,11,1
20150912,한화,롯데,2,11
20150913,삼성,넥센,7,4
20150913,SK,NC,11,12
20150913,LG,KIA,5,2
20150913,kt,두산,3,4
20150913,한화,롯데,7,4
20150915,SK,삼성,6,3
20150915,롯데,두산,8,2
20150915,kt,NC,3,11
20150915,한화,KIA,7,3
20150916,SK,삼성,7,5
20150916,롯데,두산,9,7
20150916,LG,넥센,4,1
20150916,한화,KIA,3,4
20150917,SK,삼성,5,10
20150917,NC,한화,11,7
20150917,롯데,두산,0,13
20150917,kt,KIA,3,1
20150918,SK,롯데,3,1
20150918,두산,삼성,4,10
20150918,NC,한화,15,2
20150919,넥센,LG,7,5
20150919,두산,한화,6,7
20150919,KIA,SK,4,8
20150920,넥센,NC,3,9
20150920,삼성,롯데,17,13
20150920,두산,한화,16,4
20150920,kt,LG,3,7
20150920,KIA,SK,2,9
20150921,넥센,NC,4,1
20150921,kt,LG,4,1
20150921,KIA,SK,7,0
20150922,두산,롯데,6,5
20150922,NC,삼성,0,2
20150922,LG,KIA,15,5
20150923,삼성,kt,11,0
20150923,SK,넥센,0,10
20150924,두산,롯데,3,2
20150924,삼성,kt,5,2
20150924,SK,넥센,12,4
20150924,KIA,NC,5,16
20150924,두산,롯데,10,6
20150925,넥센,한화,0,4
20150925,삼성,SK,3,4
20150925,LG,NC,5,4
20150925,kt,두산,10,4
20150926,넥센,한화,3,13
20150926,삼성,두산,3,14
20150926,SK,KIA,5,7
20150927,롯데,NC,4,2
20150927,LG,두산,10,3
20150927,kt,넥센,3,4
20150928,넥센,SK,2,15
20150928,두산,kt,10,7
20150928,KIA,LG,4,8
20150928,한화,NC,0,6
20150929,삼성,한화,6,7
20150929,NC,넥센,6,5
20150929,kt,SK,0,10
20150929,KIA,롯데,6,4
20150930,삼성,한화,6,18
20150930,NC,두산,17,5
20150930,LG,SK,1,8
20150930,KIA,롯데,13,1
20151001,두산,SK,2,1
20151001,NC,LG,7,2
20151001,한화,넥센,3,4
20151002,두산,KIA,1,2
20151002,NC,SK,9,2
20151002,롯데,넥센,6,10
20151002,kt,삼성,4,5
20151002,한화,LG,6,3
20151003,삼성,넥센,1,0
20151003,두산,KIA,9,7
20151003,NC,SK,3,4
20151003,롯데,LG,2,5
20151003,한화,kt,1,4
20151004,kt,롯데,3,6
20151004,KIA,두산,0,9
20151005,삼성,KIA,6,4
20151005,kt,NC,2,2
20151006,LG,KIA,4,2
20151007,SK,넥센,4,5
20151010,넥센,두산,3,4
20151011,넥센,두산,2,3
20151013,두산,넥센,2,5
20151014,두산,넥센,11,9
20151018,두산,NC,7,0
20151019,두산,NC,1,2
20151021,NC,두산,16,2
20151022,NC,두산,0,7
20151024,두산,NC,6,4
20151026,두산,삼성,8,9
20151027,두산,삼성,6,1
20151029,삼성,두산,1,5
20151030,삼성,두산,3,4
20151031,삼성,두산,2,13
20160308,넥센,한화,2,4
20160308,삼성,NC,5,3
20160308,SK,롯데,6,6
20160308,두산,kt,5,5
20160309,넥센,한화,1,3
20160309,삼성,NC,10,1
20160309,SK,롯데,2,3
20160309,두산,kt,4,2
20160309,LG,KIA,3,0
20160310,삼성,롯데,10,5
20160310,SK,KIA,4,3
20160310,두산,한화,7,12
20160310,LG,NC,6,4
20160311,삼성,롯데,2,1
20160311,LG,NC,4,3
20160312,넥센,KIA,8,9
20160312,삼성,한화,3,5
20160312,SK,kt,1,3
20160312,두산,NC,7,8
20160312,LG,롯데,8,5
20160313,넥센,KIA,12,3
20160313,삼성,한화,8,1
20160313,SK,kt,7,1
20160313,두산,NC,8,11
20160313,LG,롯데,3,6
20160315,삼성,kt,4,5
20160315,SK,넥센,6,4
20160315,두산,롯데,8,3
20160315,NC,KIA,5,6
20160315,LG,한화,2,4
20160316,삼성,kt,8,3
20160316,SK,넥센,3,0
20160316,두산,롯데,8,2
20160316,NC,KIA,1,2
20160316,LG,한화,2,8
20160317,삼성,KIA,9,5
20160317,SK,한화,7,4
20160317,두산,넥센,7,1
20160317,NC,롯데,2,2
20160317,LG,kt,5,6
20160318,두산,넥센,5,5
20160318,LG,kt,6,10
20160319,삼성,넥센,3,7
20160319,LG,SK,7,7
20160319,kt,NC,2,1
20160319,KIA,두산,3,6
20160319,한화,롯데,12,20
20160320,삼성,넥센,4,1
20160320,LG,SK,5,0
20160320,kt,NC,3,6
20160320,KIA,두산,10,6
20160320,한화,롯데,1,0
20160322,SK,두산,5,1
20160322,롯데,넥센,0,5
20160322,LG,삼성,5,7
20160322,kt,KIA,1,8
20160322,한화,NC,4,9
20160323,SK,두산,3,5
20160323,롯데,넥센,5,6
20160323,LG,삼성,12,8
20160323,kt,KIA,8,0
20160323,한화,NC,8,4
20160324,넥센,LG,2,6
20160324,두산,삼성,8,3
20160324,NC,SK,3,0
20160324,kt,한화,5,3
20160324,KIA,롯데,13,13
20160325,넥센,LG,7,1
20160325,NC,SK,6,5
20160325,kt,한화,8,4
20160325,KIA,롯데,11,5
20160326,SK,삼성,2,5
20160326,두산,LG,4,4
20160326,NC,넥센,7,5
20160326,롯데,kt,0,11
20160326,한화,KIA,1,3
20160327,SK,삼성,1,11
20160327,두산,LG,1,0
20160327,NC,넥센,8,3
20160327,롯데,kt,3,5
20160327,한화,KIA,10,5
20160401,두산,삼성,5,1
20160401,롯데,넥센,2,1
20160401,kt,SK,8,4
20160401,KIA,NC,4,5
20160401,한화,LG,4,5
20160402,롯데,넥센,3,5
20160402,두산,삼성,6,10
20160402,kt,SK,3,4
20160402,KIA,NC,4,3
20160402,한화,LG,7,8
20160403,롯데,넥센,5,6
20160403,kt,SK,5,4
20160405,넥센,한화,5,9
20160405,삼성,kt,3,8
20160405,SK,롯데,1,2
20160405,NC,두산,2,6
20160405,LG,KIA,1,4
20160406,넥센,한화,6,4
20160406,삼성,kt,11,6
20160406,SK,롯데,1,11
20160406,NC,두산,0,2
20160407,넥센,한화,7,3
20160407,삼성,kt,3,1
20160407,SK,롯데,8,3
20160407,NC,두산,8,2
20160407,LG,KIA,8,4
20160408,넥센,두산,4,6
20160408,삼성,롯데,7,3
20160408,LG,SK,2,3
20160408,KIA,kt,0,4
20160408,한화,NC,4,5
20160409,삼성,롯데,4,7
20160409,넥센,두산,9,9
20160409,LG,SK,3,4
20160409,KIA,kt,6,3
20160409,한화,NC,1,10
20160410,넥센,두산,5,4
20160410,삼성,롯데,1,5
20160410,KIA,kt,6,9
20160410,한화,NC,2,1
20160410,LG,SK,6,7
20160412,두산,한화,8,2
20160412,NC,삼성,5,16
20160412,롯데,LG,11,12
20160412,kt,넥센,2,5
20160412,KIA,SK,7,6
20160413,두산,한화,7,3
20160413,NC,삼성,7,2
20160413,롯데,LG,3,5
20160413,kt,넥센,7,6
20160413,KIA,SK,0,2
20160414,두산,한화,17,2
20160414,NC,삼성,5,7
20160414,롯데,LG,9,0
20160414,kt,넥센,5,4
20160414,KIA,SK,6,7
20160415,넥센,KIA,6,11
20160415,삼성,두산,2,7
20160415,SK,kt,7,3
20160415,롯데,NC,0,3
20160415,LG,한화,18,2
20160417,넥센,KIA,2,1
20160417,삼성,두산,2,6
20160417,SK,kt,10,6
20160417,롯데,NC,8,5
20160417,LG,한화,6,4
20160419,넥센,SK,3,1
20160419,삼성,KIA,2,7
20160419,두산,kt,3,2
20160419,NC,LG,8,1
20160419,한화,롯데,3,4
20160420,넥센,SK,1,9
20160420,삼성,KIA,2,1
20160420,두산,kt,13,4
20160420,NC,LG,3,6
20160420,한화,롯데,4,10
20160421,넥센,SK,2,3
20160421,삼성,KIA,8,1
20160421,두산,kt,3,8
20160421,NC,LG,8,5
20160421,한화,롯데,9,5
20160422,NC,SK,6,5
20160422,LG,넥센,2,10
20160422,kt,삼성,13,3
20160422,KIA,롯데,5,7
20160422,한화,두산,2,8
20160423,NC,SK,2,8
20160423,LG,넥센,2,14
20160423,kt,삼성,11,6
20160423,KIA,롯데,16,10
20160423,한화,두산,2,3
20160424,NC,SK,2,3
20160424,LG,넥센,5,3
20160424,kt,삼성,0,6
20160424,KIA,롯데,11,4
20160424,한화,두산,1,5
20160426,넥센,NC,3,4
20160426,SK,두산,3,4
20160426,롯데,kt,1,2
20160426,LG,삼성,2,0
20160426,KIA,한화,2,4
20160427,SK,두산,3,1
20160427,롯데,kt,4,0
20160428,넥센,NC,4,2
20160428,SK,두산,1,4
20160428,롯데,kt,8,3
20160428,LG,삼성,7,9
20160428,KIA,한화,2,3
20160429,삼성,한화,5,10
20160429,SK,넥센,4,3
20160429,두산,KIA,1,4
20160429,NC,롯데,6,3
20160429,kt,LG,3,4
20160430,삼성,한화,6,3
20160430,SK,넥센,5,1
20160430,두산,KIA,7,5
20160430,NC,롯데,8,1
20160430,kt,LG,3,2
20160501,삼성,한화,8,9
20160501,SK,넥센,1,11
20160501,NC,롯데,5,2
20160501,kt,LG,2,4
20160501,두산,KIA,4,1
20160503,넥센,삼성,5,0
20160503,롯데,KIA,2,3
20160503,한화,SK,7,2
20160504,넥센,삼성,6,3
20160504,두산,LG,17,1
20160504,NC,kt,8,6
20160504,롯데,KIA,2,3
20160504,한화,SK,1,5
20160505,넥센,삼성,2,5
20160505,두산,LG,7,8
20160505,NC,kt,15,2
20160505,롯데,KIA,1,17
20160505,한화,SK,6,19
20160506,SK,삼성,4,5
20160506,롯데,두산,7,0
20160506,LG,NC,2,13
20160506,KIA,넥센,6,15
20160506,한화,kt,3,10
20160507,SK,삼성,6,3
20160507,롯데,두산,5,0
20160507,LG,NC,1,4
20160507,KIA,넥센,3,4
20160507,한화,kt,10,17
20160508,SK,삼성,7,8
20160508,롯데,두산,17,11
20160508,LG,NC,5,11
20160508,한화,kt,4,7
20160508,KIA,넥센,6,7
20160510,삼성,LG,9,3
20160510,두산,SK,11,7
20160511,넥센,롯데,16,2
20160511,삼성,LG,2,16
20160511,두산,SK,7,3
20160511,NC,한화,5,6
20160511,kt,KIA,3,8
20160512,넥센,롯데,1,8
20160512,삼성,LG,7,5
20160512,두산,SK,2,5
20160512,NC,한화,12,1
20160512,kt,KIA,6,10
20160513,SK,LG,1,2
20160513,두산,넥센,8,4
20160513,롯데,삼성,14,8
20160513,kt,NC,5,4
20160513,한화,KIA,2,4
20160514,SK,LG,3,12
20160514,두산,넥센,12,2
20160514,롯데,삼성,4,10
20160514,kt,NC,6,3
20160514,한화,KIA,0,8
20160515,두산,넥센,5,3
20160515,kt,NC,2,2
20160515,한화,KIA,7,8
20160515,롯데,삼성,8,3
20160517,NC,넥센,3,5
20160517,롯데,SK,3,7
20160517,LG,kt,9,7
20160517,KIA,두산,3,4
20160517,한화,삼성,4,5
20160518,NC,넥센,6,9
20160518,롯데,SK,3,5
20160518,LG,kt,6,2
20160518,KIA,두산,5,15
20160518,한화,삼성,2,13
20160519,NC,넥센,6,2
20160519,롯데,SK,4,3
20160519,LG,kt,4,0
20160519,KIA,두산,3,8
20160519,한화,삼성,9,6
20160520,넥센,LG,3,4
20160520,삼성,NC,12,2
20160520,SK,KIA,4,5
20160520,두산,롯데,19,5
20160520,kt,한화,2,11
20160521,넥센,LG,7,5
20160521,삼성,NC,2,10
20160521,SK,KIA,8,7
20160521,두산,롯데,6,4
20160521,kt,한화,8,8
20160522,삼성,NC,8,9
20160522,SK,KIA,4,7
20160522,두산,롯데,4,10
20160522,kt,한화,18,7
20160522,넥센,LG,4,5
20160524,kt,두산,5,8
20160524,KIA,삼성,4,2
20160524,한화,넥센,1,2
20160525,SK,NC,0,5
20160525,LG,롯데,1,2
20160525,kt,두산,10,13
20160525,KIA,삼성,3,6
20160525,한화,넥센,8,9
20160526,SK,NC,9,6
20160526,LG,롯데,4,7
20160526,kt,두산,3,6
20160526,KIA,삼성,9,2
20160526,한화,넥센,7,6
20160527,넥센,kt,0,8
20160527,삼성,SK,2,8
20160527,NC,KIA,13,7
20160527,롯데,한화,7,11
20160527,LG,두산,1,5
20160528,넥센,kt,3,1
20160528,삼성,SK,15,1
20160528,NC,KIA,13,5
20160528,롯데,한화,6,9
20160528,LG,두산,2,3
20160529,넥센,kt,5,2
20160529,삼성,SK,9,6
20160529,NC,KIA,9,8
20160529,LG,두산,16,8
20160529,롯데,한화,2,9
20160531,삼성,넥센,4,1
20160531,SK,한화,4,8
20160531,두산,NC,6,5
20160531,kt,롯데,5,9
20160531,KIA,LG,6,6
20160601,삼성,넥센,4,6
20160601,SK,한화,7,2
20160601,두산,NC,1,5
20160601,kt,롯데,0,2
20160601,KIA,LG,5,1
20160602,삼성,넥센,14,6
20160602,SK,한화,1,4
20160602,두산,NC,3,4
20160602,kt,롯데,2,1
20160602,KIA,LG,1,9
20160603,넥센,KIA,9,1
20160603,SK,두산,1,4
20160603,NC,롯데,5,3
20160603,LG,kt,2,3
20160603,한화,삼성,4,3
20160604,SK,두산,6,7
20160604,LG,kt,13,4
20160604,한화,삼성,8,7
20160605,넥센,KIA,4,3
20160605,SK,두산,0,7
20160605,NC,롯데,14,7
20160605,LG,kt,2,10
20160605,한화,삼성,6,5
20160607,넥센,NC,1,5
20160607,삼성,LG,8,5
20160607,두산,kt,9,1
20160607,롯데,SK,9,6
20160607,KIA,한화,3,5
20160608,넥센,NC,3,7
20160608,삼성,LG,6,12
20160608,두산,kt,4,5
20160608,롯데,SK,3,2
20160608,KIA,한화,3,5
20160609,넥센,NC,4,16
20160609,삼성,LG,4,10
20160609,두산,kt,7,4
20160609,롯데,SK,5,6
20160609,KIA,한화,12,1
20160610,삼성,KIA,0,4
20160610,NC,SK,6,2
20160610,롯데,두산,3,5
20160610,LG,한화,1,2
20160610,kt,넥센,6,4
20160611,삼성,KIA,5,4
20160611,NC,SK,7,6
20160611,롯데,두산,10,8
20160611,LG,한화,5,3
20160611,kt,넥센,2,3
20160612,삼성,KIA,10,7
20160612,NC,SK,11,8
20160612,롯데,두산,4,5
20160612,LG,한화,5,6
20160612,kt,넥센,1,11
20160614,SK,삼성,4,1
20160614,두산,KIA,8,6
20160614,NC,LG,10,7
20160614,롯데,넥센,6,9
20160614,한화,kt,3,5
20160615,SK,삼성,13,3
20160615,두산,KIA,7,4
20160615,롯데,넥센,11,6
20160616,SK,삼성,11,3
20160616,두산,KIA,13,4
20160616,NC,LG,3,0
20160616,롯데,넥센,7,10
20160616,한화,kt,4,7
20160617,넥센,한화,5,8
20160617,SK,롯데,12,1
20160617,두산,삼성,2,5
20160617,NC,kt,11,1
20160617,KIA,LG,6,3
20160618,넥센,한화,11,6
20160618,SK,롯데,4,0
20160618,두산,삼성,6,5
20160618,NC,kt,7,3
20160618,KIA,LG,1,7
20160619,넥센,한화,11,6
20160619,SK,롯데,3,10
20160619,두산,삼성,3,1
20160619,NC,kt,15,7
20160619,KIA,LG,9,5
20160621,삼성,넥센,8,12
20160621,롯데,KIA,6,9
20160621,LG,SK,9,5
20160621,kt,두산,1,12
20160621,한화,NC,8,2
20160622,삼성,넥센,1,4
20160622,롯데,KIA,18,5
20160622,LG,SK,2,10
20160623,삼성,넥센,4,0
20160623,롯데,KIA,2,6
20160623,LG,SK,2,10
20160623,kt,두산,9,4
20160623,한화,NC,3,3
20160624,넥센,LG,7,9
20160624,두산,SK,3,5
20160624,롯데,한화,4,2
20160624,kt,삼성,5,4
20160624,KIA,NC,6,2
20160625,넥센,LG,8,6
20160625,두산,SK,8,6
20160625,롯데,한화,1,8
20160625,kt,삼성,13,8
20160625,KIA,NC,9,0
20160626,넥센,LG,1,2
20160626,두산,SK,5,6
20160626,롯데,한화,12,4
20160626,kt,삼성,8,11
20160626,KIA,NC,15,4
20160628,삼성,롯데,4,7
20160628,SK,kt,11,1
20160628,NC,두산,3,12
20160628,LG,KIA,2,11
20160628,한화,넥센,13,3
20160629,삼성,롯데,4,5
20160629,SK,kt,7,4
20160629,NC,두산,10,4
20160629,LG,KIA,4,5
20160629,한화,넥센,4,7
20160630,삼성,롯데,6,7
20160630,SK,kt,5,10
20160630,NC,두산,0,4
20160630,LG,KIA,10,9
20160630,한화,넥센,5,11
20160701,KIA,넥센,7,10
20160702,SK,LG,4,2
20160702,두산,한화,4,1
20160702,KIA,넥센,5,8
20160703,SK,LG,9,7
20160703,KIA,넥센,6,7
20160705,LG,삼성,3,7
20160706,넥센,두산,6,5
20160706,롯데,NC,3,12
20160706,KIA,kt,7,0
20160706,한화,SK,13,2
20160707,넥센,두산,1,4
20160707,롯데,NC,4,8
20160707,LG,삼성,11,12
20160707,KIA,kt,5,2
20160707,한화,SK,14,4
20160708,삼성,한화,3,6
20160708,NC,넥센,11,9
20160708,LG,롯데,5,8
20160708,kt,SK,3,8
20160708,KIA,두산,12,6
20160709,삼성,한화,4,4
20160709,NC,넥센,4,7
20160709,LG,롯데,12,13
20160709,kt,SK,8,6
20160709,KIA,두산,6,7
20160710,삼성,한화,6,10
20160710,NC,넥센,7,9
20160710,LG,롯데,6,0
20160710,kt,SK,7,6
20160710,KIA,두산,13,3
20160712,넥센,kt,7,5
20160712,SK,KIA,7,3
20160712,두산,NC,9,5
20160712,롯데,삼성,4,8
20160712,한화,LG,4,5
20160713,넥센,kt,11,8
20160713,SK,KIA,3,4
20160713,두산,NC,2,6
20160713,롯데,삼성,13,12
20160713,한화,LG,7,5
20160714,넥센,kt,10,5
20160714,SK,KIA,11,4
20160714,두산,NC,3,4
20160714,롯데,삼성,4,2
20160714,한화,LG,7,4
20160716,나눔,드림,4,8
20160719,삼성,두산,1,3
20160719,SK,NC,5,4
20160719,LG,넥센,12,6
20160719,kt,한화,7,17
20160719,KIA,롯데,6,1
20160720,삼성,두산,5,4
20160720,SK,NC,2,4
20160720,LG,넥센,3,7
20160720,kt,한화,4,1
20160720,KIA,롯데,6,9
20160721,삼성,두산,6,3
20160721,SK,NC,4,7
20160721,LG,넥센,4,7
20160721,kt,한화,1,8
20160721,KIA,롯데,1,10
20160722,넥센,SK,6,7
20160722,삼성,kt,6,7
20160722,두산,LG,14,3
20160722,NC,KIA,4,9
20160722,한화,롯데,2,10
20160723,넥센,SK,10,2
20160723,삼성,kt,12,2
20160723,두산,LG,7,9
20160723,NC,KIA,5,0
20160723,한화,롯데,6,7
20160724,넥센,SK,3,4
20160724,삼성,kt,1,2
20160724,두산,LG,3,2
20160724,NC,KIA,8,2
20160724,한화,롯데,8,1
20160726,SK,한화,9,4
20160726,두산,넥센,7,1
20160726,NC,삼성,5,4
20160726,롯데,LG,12,10
20160726,kt,KIA,0,13
20160727,SK,한화,0,8
20160727,두산,넥센,4,9
20160727,NC,삼성,6,10
20160727,롯데,LG,1,7
20160727,kt,KIA,3,8
20160728,SK,한화,8,12
20160728,두산,넥센,1,12
20160728,NC,삼성,9,5
20160728,롯데,LG,2,5
20160728,kt,KIA,3,9
20160729,넥센,삼성,5,6
20160729,롯데,kt,11,12
20160729,LG,NC,2,1
20160729,KIA,SK,14,8
20160729,한화,두산,9,8
20160730,롯데,kt,3,4
20160730,LG,NC,13,5
20160730,KIA,SK,2,1
20160730,한화,두산,10,9
20160731,롯데,kt,2,3
20160731,LG,NC,8,10
20160731,KIA,SK,6,5
20160731,한화,두산,4,10
20160802,LG,두산,1,12
20160802,한화,KIA,9,10
20160803,넥센,롯데,5,6
20160803,삼성,SK,4,8
20160803,LG,두산,7,5
20160803,한화,KIA,8,1
20160804,넥센,롯데,5,4
20160804,삼성,SK,6,5
20160804,LG,두산,6,5
20160804,kt,NC,2,9
20160804,한화,KIA,5,7
20160805,SK,넥센,7,5
20160805,두산,롯데,2,5
20160805,NC,한화,4,14
20160805,kt,LG,1,12
20160805,KIA,삼성,5,8
20160806,SK,넥센,7,6
20160806,두산,롯데,1,11
20160806,NC,한화,11,3
20160806,kt,LG,1,4
20160806,KIA,삼성,13,6
20160807,SK,넥센,1,4
20160807,두산,롯데,12,7
20160807,NC,한화,3,8
20160807,kt,LG,4,10
20160807,KIA,삼성,7,11
20160809,넥센,kt,6,2
20160809,삼성,한화,6,9
20160809,롯데,NC,0,13
20160809,LG,SK,9,4
20160809,KIA,두산,4,11
20160810,넥센,kt,5,1
20160810,삼성,한화,16,7
20160810,롯데,NC,5,7
20160810,LG,SK,5,3
20160810,KIA,두산,12,4
20160811,두산,삼성,6,1
20160811,NC,LG,2,4
20160811,kt,SK,3,10
20160811,KIA,넥센,7,8
20160811,한화,롯데,3,2
20160812,두산,삼성,8,7
20160812,NC,LG,5,6
20160812,kt,SK,5,9
20160812,KIA,넥센,8,2
20160812,한화,롯데,3,4
20160813,넥센,두산,0,8
20160813,롯데,SK,3,4
20160813,LG,삼성,5,8
20160813,kt,NC,2,3
20160813,한화,KIA,4,6
20160814,넥센,두산,1,6
20160814,롯데,SK,5,6
20160814,LG,삼성,2,6
20160814,kt,NC,6,5
20160814,한화,KIA,3,2
20160816,삼성,NC,12,5
20160816,SK,LG,4,11
20160816,두산,한화,13,3
20160816,롯데,넥센,1,8
20160816,kt,KIA,7,4
20160817,삼성,NC,5,9
20160817,SK,LG,10,6
20160817,두산,한화,7,4
20160817,롯데,넥센,0,7
20160818,삼성,kt,13,5
20160818,두산,SK,9,5
20160818,NC,넥센,4,6
20160818,KIA,롯데,3,4
20160818,한화,LG,8,5
20160819,삼성,kt,13,6
20160819,두산,SK,8,3
20160819,NC,넥센,7,0
20160819,KIA,롯데,10,9
20160819,한화,LG,2,3
20160820,삼성,넥센,5,6
20160820,SK,롯데,3,2
20160820,NC,두산,3,13
20160820,LG,KIA,2,3
20160820,한화,kt,9,10
20160821,삼성,넥센,0,2
20160821,SK,롯데,3,4
20160821,NC,두산,9,4
20160821,LG,KIA,9,8
20160821,한화,kt,12,6
20160823,SK,삼성,8,9
20160823,LG,두산,6,5
20160823,kt,롯데,4,8
20160823,KIA,NC,1,12
20160824,넥센,한화,12,6
20160824,SK,삼성,4,3
20160824,LG,두산,6,18
20160824,kt,롯데,5,2
20160824,KIA,NC,6,3
20160825,삼성,KIA,4,6
20160825,SK,kt,1,0
20160825,NC,한화,13,1
20160825,LG,넥센,9,4
20160826,SK,kt,1,5
20160826,NC,한화,4,7
20160826,롯데,두산,4,11
20160826,LG,넥센,3,2
20160827,넥센,NC,7,6
20160827,두산,KIA,3,5
20160827,롯데,삼성,0,13
20160827,kt,LG,2,4
