경기날짜,팀1이름,팀2이름,팀1점수,팀2점수
20090818,삼성,한화,10,7
20090818,SK,롯데,9,4
20090818,LG,두산,7,3
20090819,키움,KIA,4,1
20090819,삼성,한화,5,13
20090819,SK,롯데,4,1
20090819,LG,두산,6,1
20090820,SK,롯데,11,8
20090820,LG,두산,3,12
20090821,삼성,두산,4,1
20090821,LG,롯데,8,7
20090821,KIA,SK,8,4
20090821,한화,키움,9,4
20090822,삼성,두산,5,12
20090822,LG,롯데,7,6
20090822,KIA,SK,11,4
20090822,한화,키움,2,4
20090823,삼성,두산,4,5
20090823,LG,롯데,3,6
20090823,KIA,SK,2,1
20090823,한화,키움,8,5
20090825,키움,LG,5,4
20090825,두산,SK,2,3
20090825,롯데,삼성,7,5
20090825,한화,KIA,1,2
20090826,롯데,삼성,1,10
20090826,한화,KIA,1,11
20090827,키움,LG,7,5
20090827,두산,SK,2,7
20090827,롯데,삼성,8,11
20090827,한화,KIA,7,1
20090828,키움,롯데,5,12
20090828,SK,삼성,6,4
20090828,LG,한화,7,8
20090828,KIA,두산,13,7
20090829,키움,롯데,3,4
20090829,SK,삼성,6,2
20090829,LG,한화,12,8
20090829,KIA,두산,8,2
20090830,키움,롯데,4,3
20090830,SK,삼성,3,1
20090830,LG,한화,2,8
20090830,KIA,두산,6,1
20090901,SK,키움,6,3
20090901,KIA,롯데,4,3
20090901,한화,두산,3,4
20090902,LG,키움,2,6
20090902,KIA,삼성,12,5
20090902,한화,두산,9,10
20090903,키움,한화,6,7
20090903,SK,두산,11,5
20090903,KIA,삼성,2,3
20090904,키움,한화,6,1
20090904,두산,KIA,5,3
20090905,두산,KIA,15,7
20090905,롯데,SK,1,2
20090905,한화,LG,3,1
20090906,삼성,키움,4,3
20090906,두산,LG,5,6
20090906,롯데,SK,5,7
20090908,키움,두산,3,7
20090908,SK,KIA,16,3
20090908,한화,롯데,4,2
20090909,키움,두산,3,8
20090909,SK,KIA,3,1
20090909,LG,삼성,7,8
20090910,키움,두산,11,9
20090910,LG,삼성,3,11
20090910,KIA,한화,5,3
20090911,LG,삼성,3,2
20090911,KIA,한화,4,2
20090912,키움,한화,9,11
20090912,삼성,롯데,1,9
20090912,LG,SK,3,6
20090912,KIA,두산,9,10
20090913,KIA,두산,1,10
20090913,키움,한화,7,5
20090913,삼성,롯데,0,4
20090915,SK,LG,8,5
20090915,KIA,키움,4,3
20090915,한화,삼성,13,7
20090916,SK,LG,2,2
20090916,KIA,키움,9,2
20090916,한화,삼성,1,6
20090917,키움,롯데,1,5
20090917,한화,두산,10,2
20090918,키움,롯데,3,4
20090918,LG,KIA,1,6
20090918,한화,두산,0,2
20090919,키움,삼성,0,7
20090919,롯데,두산,5,4
20090919,LG,KIA,6,9
20090919,한화,SK,1,12
20090920,키움,삼성,1,9
20090920,롯데,두산,5,2
20090920,LG,KIA,4,5
20090920,한화,SK,3,11
20090922,삼성,SK,1,6
20090922,롯데,키움,1,5
20090923,삼성,SK,4,7
20090923,두산,키움,1,6
20090923,LG,한화,2,4
20090924,키움,KIA,0,5
20090924,삼성,두산,5,7
20090925,키움,KIA,2,5
20090925,삼성,한화,1,2
20090925,두산,SK,4,8
20090925,롯데,LG,2,3
20090926,키움,LG,8,9
20090926,두산,SK,2,6
20090929,롯데,두산,7,2
20090930,롯데,두산,0,6
20091002,두산,롯데,12,3
20091003,두산,롯데,9,5
20091007,두산,SK,3,2
20091008,두산,SK,4,1
20091010,SK,두산,3,1
20091011,SK,두산,8,3
20091014,두산,SK,3,14
20091016,SK,KIA,3,5
20091017,SK,KIA,1,2
20091019,KIA,SK,6,11
20091020,KIA,SK,3,4
20091022,SK,KIA,0,3
20091023,KIA,SK,2,3
20091024,SK,KIA,5,6
20100327,키움,롯데,3,2
20100327,LG,삼성,7,5
20100327,KIA,두산,3,8
20100327,한화,SK,2,3
20100328,키움,롯데,11,3
20100328,LG,삼성,4,9
20100328,한화,SK,3,6
20100328,KIA,두산,9,10
20100330,삼성,KIA,6,1
20100330,SK,LG,3,0
20100330,두산,키움,7,2
20100330,롯데,한화,3,13
20100331,삼성,KIA,2,4
20100402,키움,LG,14,5
20100402,삼성,한화,8,1
20100402,두산,SK,10,3
20100402,롯데,KIA,2,3
20100403,롯데,KIA,2,4
20100403,키움,LG,4,5
20100403,삼성,한화,9,11
20100403,두산,SK,5,6
20100404,두산,SK,8,0
20100404,키움,LG,5,0
20100404,삼성,한화,2,1
20100404,롯데,KIA,3,2
20100406,키움,삼성,3,7
20100406,LG,롯데,5,7
20100406,KIA,SK,3,1
20100406,한화,두산,2,3
20100407,키움,삼성,1,3
20100407,LG,롯데,0,6
20100407,KIA,SK,5,3
20100407,한화,두산,2,8
20100408,키움,삼성,6,7
20100408,LG,롯데,10,2
20100408,KIA,SK,2,5
20100408,한화,두산,4,5
20100409,SK,키움,4,1
20100409,LG,두산,7,7
20100409,KIA,삼성,5,6
20100409,한화,롯데,15,14
20100410,SK,키움,7,2
20100410,LG,두산,2,3
20100410,KIA,삼성,1,3
20100410,한화,롯데,9,2
20100411,KIA,삼성,3,2
20100411,한화,롯데,9,10
20100411,SK,키움,10,1
20100411,LG,두산,8,5
20100413,삼성,LG,6,0
20100413,SK,한화,1,2
20100413,두산,KIA,9,8
20100413,롯데,키움,9,0
20100414,삼성,LG,4,5
20100414,SK,한화,6,1
20100414,롯데,키움,5,6
20100415,삼성,LG,0,4
20100415,SK,한화,10,3
20100415,두산,KIA,3,4
20100415,롯데,키움,6,0
20100416,키움,한화,4,5
20100416,삼성,SK,2,7
20100416,롯데,두산,4,6
20100416,LG,KIA,8,4
20100417,키움,한화,0,6
20100417,삼성,SK,3,4
20100417,롯데,두산,3,4
20100417,LG,KIA,13,4
20100418,키움,한화,15,0
20100418,삼성,SK,1,12
20100418,롯데,두산,9,5
20100420,SK,두산,3,2
20100420,LG,키움,6,2
20100420,KIA,롯데,10,3
20100420,한화,삼성,3,16
20100421,KIA,롯데,9,6
20100421,한화,삼성,3,8
20100422,SK,두산,9,6
20100422,LG,키움,3,1
20100422,KIA,롯데,1,4
20100422,한화,삼성,6,1
20100423,두산,삼성,7,9
20100423,롯데,SK,7,9
20100423,KIA,키움,3,4
20100423,한화,LG,5,0
20100424,두산,삼성,3,2
20100424,롯데,SK,1,2
20100424,KIA,키움,1,2
20100424,한화,LG,3,14
20100425,두산,삼성,8,4
20100425,롯데,SK,4,14
20100425,KIA,키움,6,4
20100425,한화,LG,0,3
20100427,키움,롯데,2,10
20100427,SK,KIA,4,0
20100427,두산,한화,14,5
20100428,키움,롯데,5,6
20100429,키움,롯데,2,5
20100429,삼성,LG,3,2
20100429,SK,KIA,3,0
20100429,두산,한화,3,1
20100430,키움,두산,5,12
20100430,삼성,한화,10,4
20100430,LG,SK,4,5
20100430,KIA,롯데,8,4
20100501,키움,두산,11,3
20100501,삼성,한화,8,5
20100501,LG,SK,3,21
20100501,KIA,롯데,15,7
20100502,KIA,롯데,4,5
20100502,키움,두산,11,3
20100502,삼성,한화,8,6
20100502,LG,SK,5,6
20100504,키움,SK,0,3
20100504,두산,LG,5,6
20100504,롯데,삼성,9,3
20100504,한화,KIA,1,8
20100505,키움,SK,2,1
20100505,두산,LG,4,2
20100505,롯데,삼성,2,13
20100505,한화,KIA,0,4
20100506,키움,SK,13,4
20100506,두산,LG,14,4
20100506,롯데,삼성,6,2
20100506,한화,KIA,2,3
20100507,SK,삼성,3,6
20100507,두산,롯데,7,13
20100507,KIA,LG,4,0
20100507,한화,키움,2,6
20100508,SK,삼성,9,3
20100508,두산,롯데,1,11
20100508,KIA,LG,6,4
20100508,한화,키움,5,0
20100509,SK,삼성,2,3
20100509,두산,롯데,11,1
20100509,KIA,LG,3,4
20100509,한화,키움,2,4
20100511,키움,KIA,2,5
20100511,삼성,두산,11,2
20100511,SK,롯데,21,10
20100511,LG,한화,1,3
20100512,키움,KIA,6,1
20100512,삼성,두산,1,3
20100512,SK,롯데,2,1
20100512,LG,한화,7,8
20100513,키움,KIA,2,4
20100513,삼성,두산,5,8
20100513,SK,롯데,7,4
20100513,LG,한화,6,8
20100514,삼성,키움,5,18
20100514,두산,SK,12,8
20100514,롯데,LG,4,3
20100514,KIA,한화,5,3
20100515,삼성,키움,5,0
20100515,두산,SK,6,5
20100515,롯데,LG,13,4
20100515,KIA,한화,3,4
20100516,삼성,키움,8,9
20100516,두산,SK,4,6
20100516,롯데,LG,2,15
20100516,KIA,한화,1,6
20100519,키움,SK,16,1
20100519,롯데,KIA,3,2
20100519,LG,삼성,10,4
20100519,한화,두산,7,4
20100520,키움,SK,4,9
20100520,롯데,KIA,9,4
20100520,LG,삼성,7,3
20100520,한화,두산,10,5
20100521,키움,KIA,3,5
20100521,삼성,롯데,3,2
20100521,SK,한화,14,2
20100521,LG,두산,2,0
20100522,LG,두산,2,5
20100523,키움,KIA,3,13
20100523,LG,두산,7,11
20100525,키움,한화,0,2
20100525,SK,삼성,1,14
20100525,두산,롯데,7,10
20100525,KIA,LG,4,5
20100526,키움,한화,3,8
20100526,SK,삼성,1,2
20100526,두산,롯데,3,10
20100526,KIA,LG,4,20
20100527,키움,한화,6,3
20100527,SK,삼성,5,8
20100527,두산,롯데,10,6
20100527,KIA,LG,15,4
20100528,삼성,두산,2,4
20100528,롯데,SK,5,4
20100528,LG,키움,6,8
20100528,한화,KIA,5,3
20100529,삼성,두산,12,8
20100529,롯데,SK,2,4
20100529,LG,키움,12,9
20100529,한화,KIA,6,8
20100530,삼성,두산,7,0
20100530,롯데,SK,4,11
20100530,LG,키움,1,0
20100530,한화,KIA,2,6
20100601,키움,두산,1,7
20100601,LG,롯데,6,5
20100601,KIA,삼성,2,4
20100601,한화,SK,3,0
20100602,키움,두산,7,1
20100602,LG,롯데,9,6
20100602,KIA,삼성,2,0
20100602,한화,SK,1,2
20100603,키움,두산,0,9
20100603,LG,롯데,2,11
20100603,KIA,삼성,8,3
20100603,한화,SK,4,3
20100604,SK,LG,7,1
20100604,두산,한화,9,5
20100604,롯데,삼성,5,3
20100604,KIA,키움,7,4
20100605,SK,LG,4,3
20100605,두산,한화,6,10
20100605,롯데,삼성,10,2
20100605,KIA,키움,5,6
20100606,SK,LG,3,2
20100606,두산,한화,7,1
20100606,롯데,삼성,10,1
20100606,KIA,키움,4,5
20100608,삼성,SK,2,5
20100608,두산,KIA,1,2
20100608,롯데,키움,2,2
20100608,한화,LG,0,3
20100609,삼성,SK,6,1
20100609,두산,KIA,0,7
20100609,롯데,키움,13,3
20100609,한화,LG,4,3
20100610,삼성,SK,1,2
20100610,두산,KIA,3,1
20100610,롯데,키움,10,5
20100610,한화,LG,3,7
20100611,키움,삼성,9,7
20100611,SK,두산,4,2
20100611,LG,KIA,6,3
20100611,한화,롯데,2,7
20100612,키움,삼성,1,4
20100612,LG,KIA,11,0
20100612,한화,롯데,0,7
20100613,키움,삼성,3,1
20100613,SK,두산,3,9
20100613,LG,KIA,5,9
20100613,한화,롯데,5,4
20100615,삼성,롯데,9,5
20100615,SK,키움,2,1
20100615,두산,LG,14,9
20100615,KIA,한화,7,1
20100616,삼성,롯데,11,7
20100616,SK,키움,10,2
20100616,두산,LG,10,6
20100616,KIA,한화,8,1
20100617,삼성,롯데,2,2
20100617,SK,키움,4,11
20100617,두산,LG,5,6
20100617,KIA,한화,7,6
20100618,롯데,LG,4,7
20100618,KIA,SK,3,4
20100618,한화,삼성,7,2
20100619,두산,키움,8,5
20100619,롯데,LG,8,9
20100619,KIA,SK,4,10
20100619,한화,삼성,3,2
20100620,두산,키움,1,2
20100620,롯데,LG,10,5
20100620,KIA,SK,0,4
20100620,한화,삼성,3,6
20100622,키움,KIA,10,3
20100622,삼성,두산,5,8
20100622,LG,SK,4,11
20100622,한화,롯데,2,3
20100623,키움,KIA,3,2
20100623,삼성,두산,10,1
20100623,LG,SK,10,3
20100623,한화,롯데,1,3
20100624,키움,KIA,7,3
20100624,삼성,두산,5,3
20100624,LG,SK,2,9
20100624,한화,롯데,5,9
20100625,삼성,키움,8,5
20100625,LG,한화,13,8
20100625,KIA,두산,5,10
20100626,삼성,키움,8,3
20100626,LG,한화,7,2
20100626,KIA,두산,0,8
20100627,삼성,키움,2,1
20100627,SK,롯데,6,4
20100627,LG,한화,2,7
20100627,KIA,두산,3,6
20100629,키움,LG,4,8
20100629,SK,KIA,6,5
20100629,두산,한화,10,2
20100629,롯데,삼성,1,6
20100630,키움,LG,7,3
20100630,SK,KIA,10,5
20100630,두산,한화,1,0
20100630,롯데,삼성,3,4
20100701,키움,LG,12,5
20100701,SK,KIA,8,2
20100701,두산,한화,4,3
20100701,롯데,삼성,6,7
20100703,두산,SK,7,8
20100703,롯데,LG,14,13
20100703,KIA,삼성,0,3
20100703,한화,키움,7,2
20100704,두산,SK,2,4
20100704,롯데,LG,6,2
20100704,KIA,삼성,3,5
20100704,한화,키움,7,1
20100706,키움,롯데,4,6
20100706,삼성,SK,4,0
20100706,LG,한화,6,2
20100706,KIA,두산,2,7
20100707,키움,롯데,3,2
20100707,삼성,SK,9,6
20100707,LG,한화,7,10
20100708,키움,롯데,4,10
20100708,삼성,SK,0,6
20100708,LG,한화,1,4
20100708,KIA,두산,2,5
20100709,삼성,키움,8,7
20100709,SK,롯데,4,5
20100709,두산,LG,7,9
20100709,한화,KIA,2,4
20100710,삼성,키움,3,1
20100710,SK,롯데,6,2
20100710,두산,LG,6,16
20100710,한화,KIA,3,12
20100711,삼성,키움,2,1
20100711,두산,LG,5,0
20100713,두산,삼성,6,9
20100713,롯데,키움,9,2
20100713,한화,SK,3,7
20100714,두산,삼성,8,4
20100714,롯데,키움,2,2
20100714,KIA,LG,1,3
20100714,한화,SK,8,5
20100715,두산,삼성,4,9
20100715,롯데,키움,4,9
20100715,KIA,LG,5,6
20100715,한화,SK,7,8
20100717,키움,한화,5,3
20100717,SK,KIA,9,3
20100717,LG,삼성,2,3
20100718,키움,한화,3,7
20100718,SK,KIA,8,2
20100718,롯데,두산,1,3
20100718,LG,삼성,0,7
20100720,삼성,KIA,7,3
20100720,SK,키움,7,5
20100720,롯데,한화,3,4
20100720,LG,두산,5,8
20100721,삼성,KIA,0,5
20100721,SK,키움,3,10
20100721,롯데,한화,0,1
20100721,LG,두산,4,6
20100722,삼성,KIA,10,5
20100722,SK,키움,1,3
20100722,롯데,한화,9,1
20100722,LG,두산,1,5
20100724,나눔,드림,0,0
20100727,SK,LG,0,4
20100727,두산,키움,4,3
20100727,KIA,롯데,7,5
20100728,삼성,한화,3,2
20100728,SK,LG,8,9
20100728,두산,키움,5,1
20100729,삼성,한화,9,2
20100729,SK,LG,5,3
20100729,두산,키움,2,2
20100729,KIA,롯데,12,5
20100730,키움,삼성,1,3
20100730,LG,롯데,9,17
20100730,KIA,SK,1,2
20100730,한화,두산,4,2
20100731,키움,삼성,3,9
20100731,LG,롯데,8,10
20100731,KIA,SK,4,1
20100731,한화,두산,6,3
20100801,키움,삼성,6,3
20100801,LG,롯데,3,5
20100801,KIA,SK,7,0
20100801,한화,두산,2,3
20100803,SK,삼성,7,4
20100803,롯데,두산,7,1
20100803,LG,KIA,3,12
20100803,한화,키움,6,2
20100804,SK,삼성,2,5
20100804,롯데,두산,4,13
20100804,LG,KIA,11,5
20100804,한화,키움,2,5
20100805,SK,삼성,5,1
20100805,롯데,두산,4,1
20100805,LG,KIA,2,11
20100805,한화,키움,8,11
20100806,키움,SK,4,8
20100806,삼성,LG,3,8
20100806,두산,KIA,3,2
20100806,롯데,한화,11,3
20100807,키움,SK,6,5
20100807,삼성,LG,4,2
20100807,두산,KIA,2,6
20100807,롯데,한화,4,12
20100808,키움,SK,3,5
20100808,삼성,LG,8,3
20100808,두산,KIA,6,5
20100808,롯데,한화,2,4
20100811,키움,두산,4,5
20100811,삼성,롯데,2,8
20100811,LG,SK,1,5
20100811,KIA,한화,11,2
20100812,삼성,롯데,10,7
20100812,KIA,한화,5,3
20100813,SK,두산,4,7
20100813,롯데,KIA,2,7
20100813,LG,키움,3,1
20100813,한화,삼성,5,11
20100814,롯데,KIA,10,2
20100814,LG,키움,6,8
20100814,한화,삼성,2,8
20100815,SK,두산,5,9
20100815,롯데,KIA,2,3
20100815,LG,키움,3,4
20100815,한화,삼성,4,5
20100817,두산,삼성,1,3
20100817,롯데,SK,5,0
20100817,KIA,키움,7,0
20100817,한화,LG,2,2
20100818,두산,삼성,10,1
20100818,롯데,SK,9,5
20100818,KIA,키움,1,3
20100818,한화,LG,0,12
20100819,두산,삼성,7,3
20100819,롯데,SK,6,3
20100819,KIA,키움,6,3
20100819,한화,LG,4,18
20100820,키움,LG,5,4
20100820,삼성,KIA,9,5
20100820,SK,한화,4,5
20100820,두산,롯데,6,8
20100821,키움,LG,3,4
20100821,삼성,KIA,6,4
20100821,SK,한화,11,5
20100821,두산,롯데,4,14
20100822,키움,LG,2,6
20100822,삼성,KIA,4,3
20100822,SK,한화,6,1
20100822,두산,롯데,3,8
20100824,LG,두산,2,2
20100824,KIA,롯데,7,5
20100825,키움,SK,2,6
20100825,LG,KIA,8,7
20100825,한화,두산,6,10
20100826,SK,KIA,7,0
20100826,두산,삼성,4,6
20100826,한화,키움,6,4
20100827,SK,KIA,2,3
20100827,두산,롯데,5,6
20100827,한화,키움,4,5
20100828,삼성,LG,2,0
20100828,SK,롯데,10,5
20100828,두산,한화,1,2
20100829,키움,KIA,3,2
20100829,SK,롯데,8,5
20100829,두산,한화,9,3
20100831,키움,LG,5,6
20100831,KIA,삼성,7,5
20100901,삼성,키움,4,5
20100901,SK,두산,3,0
20100901,LG,롯데,8,7
20100902,삼성,한화,8,2
20100902,롯데,KIA,6,1
20100903,삼성,한화,6,2
20100903,SK,두산,10,2
20100903,롯데,KIA,10,6
20100904,삼성,롯데,1,2
20100904,LG,SK,0,8
20100904,KIA,두산,3,9
20100905,삼성,롯데,12,5
20100905,KIA,두산,4,5
20100907,키움,롯데,4,3
20100907,두산,SK,4,0
20100907,한화,KIA,3,8
20100908,키움,두산,8,1
20100908,롯데,삼성,4,3
20100908,한화,KIA,3,9
20100909,SK,한화,1,1
20100909,롯데,LG,3,0
20100909,KIA,키움,3,2
20100910,SK,한화,3,9
20100910,LG,삼성,2,3
20100911,SK,한화,8,3
20100911,롯데,두산,12,10
20100912,롯데,두산,0,5
20100912,LG,삼성,6,4
20100912,KIA,SK,2,5
20100914,SK,롯데,1,3
20100914,두산,KIA,2,3
20100914,한화,LG,7,10
20100915,키움,한화,3,4
20100915,SK,롯데,5,6
20100915,두산,KIA,5,6
20100916,삼성,KIA,9,4
20100916,SK,LG,5,5
20100917,삼성,KIA,8,9
20100917,SK,LG,5,4
20100917,두산,키움,6,1
20100917,롯데,한화,2,7
20100918,두산,키움,4,3
20100918,롯데,한화,11,1
20100918,KIA,LG,7,8
20100919,SK,삼성,3,0
20100919,롯데,한화,7,1
20100919,KIA,LG,4,5
20100920,두산,키움,6,4
20100921,LG,삼성,2,6
20100922,SK,두산,10,4
20100922,LG,키움,3,4
20100922,SK,두산,11,8
20100923,키움,두산,4,6
20100923,LG,SK,0,3
20100924,키움,두산,6,3
20100924,삼성,롯데,1,6
20100924,LG,SK,5,2
20100925,삼성,LG,5,5
20100925,롯데,키움,3,1
20100925,한화,SK,7,1
20100926,키움,SK,4,5
20100926,삼성,LG,6,1
20100926,KIA,한화,3,11
20100929,롯데,두산,10,5
20100930,롯데,두산,4,1
20101002,두산,롯데,6,5
20101003,두산,롯데,11,4
20101005,롯데,두산,4,11
20101007,두산,삼성,5,6
20101008,두산,삼성,4,3
20101010,삼성,두산,8,9
20101011,삼성,두산,8,7
20101013,두산,삼성,5,6
20101015,삼성,SK,5,9
20101016,삼성,SK,1,4
20101018,SK,삼성,4,2
20101019,SK,삼성,4,2
20110312,SK,롯데,0,0
20110312,두산,삼성,0,0
20110312,LG,한화,0,0
20110312,KIA,키움,0,0
20110313,두산,삼성,0,0
20110313,SK,롯데,0,0
20110313,LG,한화,0,0
20110313,KIA,키움,0,0
20110315,키움,삼성,0,0
20110315,SK,한화,0,0
20110315,두산,롯데,0,0
20110315,KIA,LG,0,0
20110316,키움,삼성,0,0
20110316,SK,한화,0,0
20110316,두산,롯데,0,0
20110316,KIA,LG,0,0
20110317,키움,롯데,0,0
20110317,LG,삼성,0,0
20110317,KIA,SK,0,0
20110317,한화,두산,0,0
20110318,키움,롯데,0,0
20110318,LG,삼성,0,0
20110318,KIA,SK,0,0
20110318,한화,두산,0,0
20110319,SK,두산,0,0
20110319,롯데,한화,0,0
20110319,LG,키움,0,0
20110319,KIA,삼성,0,0
20110322,키움,두산,0,0
20110322,삼성,한화,0,0
20110322,LG,SK,0,0
20110322,KIA,롯데,0,0
20110323,키움,두산,0,0
20110323,삼성,한화,0,0
20110323,LG,SK,0,0
20110323,KIA,롯데,0,0
20110324,삼성,SK,0,0
20110324,두산,KIA,0,0
20110324,롯데,LG,0,0
20110324,한화,키움,0,0
20110325,롯데,LG,0,0
20110326,키움,SK,0,0
20110326,두산,LG,0,0
20110326,롯데,삼성,0,0
20110326,한화,KIA,0,0
20110327,키움,SK,0,0
20110327,두산,LG,0,0
20110327,롯데,삼성,0,0
20110327,한화,KIA,0,0
20110402,키움,SK,0,2
20110402,삼성,KIA,6,2
20110402,LG,두산,0,4
20110402,한화,롯데,0,6
20110403,키움,SK,3,5
20110403,삼성,KIA,8,9
20110403,LG,두산,7,0
20110403,한화,롯데,3,1
20110405,SK,LG,6,5
20110405,두산,키움,3,4
20110405,롯데,삼성,10,3
20110405,KIA,한화,9,1
20110406,SK,LG,5,6
20110406,두산,키움,5,2
20110406,롯데,삼성,0,1
20110406,KIA,한화,9,10
20110408,삼성,SK,1,3
20110408,롯데,키움,0,3
20110408,LG,한화,8,4
20110408,KIA,두산,6,10
20110409,삼성,SK,4,5
20110409,롯데,키움,6,12
20110409,LG,한화,11,2
20110409,KIA,두산,9,10
20110410,삼성,SK,9,4
20110410,롯데,키움,5,1
20110410,LG,한화,9,4
20110410,KIA,두산,8,0
20110412,키움,KIA,3,7
20110412,삼성,LG,5,1
20110412,두산,롯데,4,4
20110412,한화,SK,1,6
20110413,키움,KIA,6,0
20110413,삼성,LG,3,4
20110413,두산,롯데,10,2
20110413,한화,SK,8,9
20110414,키움,KIA,3,6
20110414,삼성,LG,5,1
20110414,두산,롯데,7,6
20110414,한화,SK,1,5
20110415,SK,키움,2,1
20110415,두산,삼성,1,2
20110415,롯데,LG,2,8
20110415,한화,KIA,4,9
20110416,SK,키움,7,5
20110416,두산,삼성,3,2
20110416,롯데,LG,3,4
20110416,한화,KIA,4,3
20110417,SK,키움,4,5
20110417,두산,삼성,4,5
20110417,롯데,LG,4,1
20110417,한화,KIA,1,8
20110419,키움,두산,0,2
20110419,롯데,한화,2,2
20110419,LG,SK,3,6
20110419,KIA,삼성,0,8
20110420,키움,두산,3,7
20110420,롯데,한화,2,4
20110420,LG,SK,9,4
20110420,KIA,삼성,3,0
20110421,LG,SK,1,5
20110421,키움,두산,1,8
20110421,롯데,한화,1,4
20110421,KIA,삼성,3,4
20110422,삼성,키움,2,3
20110422,KIA,LG,1,2
20110423,삼성,키움,5,3
20110423,SK,롯데,6,7
20110423,두산,한화,7,3
20110423,KIA,LG,5,2
20110424,삼성,키움,5,6
20110424,SK,롯데,9,7
20110424,두산,한화,9,5
20110424,KIA,LG,8,2
20110426,LG,롯데,5,8
20110426,한화,키움,0,2
20110427,삼성,두산,11,0
20110427,SK,KIA,6,1
20110427,LG,롯데,15,7
20110427,한화,키움,0,2
20110428,삼성,두산,6,3
20110428,SK,KIA,8,4
20110428,LG,롯데,8,7
20110428,한화,키움,2,4
20110429,키움,LG,7,8
20110429,두산,SK,4,3
20110429,롯데,KIA,6,5
20110429,한화,삼성,7,4
20110430,롯데,KIA,1,4
20110430,한화,삼성,1,5
20110501,키움,LG,10,9
20110501,두산,SK,1,3
20110501,롯데,KIA,7,2
20110501,한화,삼성,3,1
20110503,삼성,롯데,1,5
20110503,SK,한화,3,1
20110503,LG,두산,2,0
20110503,KIA,키움,4,7
20110504,삼성,롯데,4,6
20110504,SK,한화,7,4
20110504,LG,두산,4,5
20110504,KIA,키움,6,1
20110505,삼성,롯데,7,0
20110505,SK,한화,9,3
20110505,LG,두산,12,4
20110505,KIA,키움,0,3
